seed,dataset,target,model,selector,apparent_r2,nested_r2,bias,apparent_rmse,nested_rmse,bias_rmse,apparent_mae,nested_mae,bias_mae
10,ryckewaert,flavonol,lightgbm,lasso,0.40880483512080634,0.3559283281215658,0.05287650699924057,0.4415877806219275,0.4554691827292323,0.013881402107304819,0.3450406747887072,0.3619096568287687,0.016868982040061486
11,ryckewaert,flavonol,lightgbm,lasso,0.40880483512080634,0.3559283281215658,0.05287650699924057,0.4415877806219275,0.4554691827292323,0.013881402107304819,0.3450406747887072,0.3619096568287687,0.016868982040061486
0,ryckewaert,flavonol,lightgbm,mutual_info,0.3150461773125658,0.2974534366966001,0.017592740615965663,0.47531580714241356,0.4711568803238274,-0.0041589268185861505,0.3696794350438002,0.3734823784632179,0.003802943419417726
1,ryckewaert,flavonol,lightgbm,mutual_info,0.3150461773125658,0.294017284463046,0.02102889284951981,0.47531580714241356,0.4720320791666028,-0.0032837279758107796,0.3696794350438002,0.3727135595569768,0.0030341245131766392
2,ryckewaert,flavonol,lightgbm,mutual_info,0.3150461773125658,0.2856750544546941,0.02937112285787169,0.47531580714241356,0.47544414149701064,0.00012833435459708165,0.3696794350438002,0.376084627586602,0.0064051925428018075
3,ryckewaert,flavonol,lightgbm,mutual_info,0.3150461773125658,0.2890525619920305,0.02599361532053529,0.47531580714241356,0.4737600323916895,-0.0015557747507240482,0.3696794350438002,0.37370600973730983,0.004026574693509644
4,ryckewaert,flavonol,lightgbm,mutual_info,0.3150461773125658,0.2906397769257096,0.02440640038685621,0.47531580714241356,0.47372233128110053,-0.0015934758613130318,0.3696794350438002,0.37509217740626905,0.005412742362468859
5,ryckewaert,flavonol,lightgbm,mutual_info,0.3150461773125658,0.2914837561233922,0.023562421189173566,0.47531580714241356,0.4732363734437206,-0.0020794336986929562,0.3696794350438002,0.3753994221563013,0.0057199871125011015
6,ryckewaert,flavonol,lightgbm,mutual_info,0.3150461773125658,0.294017284463046,0.02102889284951981,0.47531580714241356,0.4720320791666028,-0.0032837279758107796,0.3696794350438002,0.3727135595569768,0.0030341245131766392
7,ryckewaert,flavonol,lightgbm,mutual_info,0.3150461773125658,0.294017284463046,0.02102889284951981,0.47531580714241356,0.4720320791666028,-0.0032837279758107796,0.3696794350438002,0.3727135595569768,0.0030341245131766392
8,ryckewaert,flavonol,lightgbm,mutual_info,0.3150461773125658,0.2906397769257096,0.02440640038685621,0.47531580714241356,0.47372233128110053,-0.0015934758613130318,0.3696794350438002,0.37509217740626905,0.005412742362468859
9,ryckewaert,flavonol,lightgbm,mutual_info,0.3150461773125658,0.294017284463046,0.02102889284951981,0.47531580714241356,0.4720320791666028,-0.0032837279758107796,0.3696794350438002,0.3727135595569768,0.0030341245131766392
10,ryckewaert,flavonol,lightgbm,mutual_info,0.3150461773125658,0.28720362469215543,0.027842552620410355,0.47531580714241356,0.4745927991871193,-0.0007230079552942859,0.3696794350438002,0.37432335850002796,0.004643923456227772
11,ryckewaert,flavonol,lightgbm,mutual_info,0.3150461773125658,0.28223890222114,0.03280727509142578,0.47531580714241356,0.4763114627737758,0.0009956556313622245,0.3696794350438002,0.37531580868036096,0.005636373636560776
